id,type,sub_type,start_date,end_date,listing_type,tom,building_age,total_floor_count,floor_no,room_count,size,address,furnished,heating_type,price,price_currency
1594,Konut,Daire,10/2/18,12/18/18,1,77,0,4,En Üst Kat,1+1,,İzmir/Konak/Kılıç Reis,,Yok,215000,TRY
1595,Konut,Daire,9/21/18,11/23/18,1,63,2,4,2,2+1,80,İzmir/Bayraklı/Alpaslan,,Yok,185000,TRY
1596,Konut,Prefabrik Ev,9/18/18,,1,162,,1,,2+1,,İstanbul/Pendik/Çamçeşme,,Yok,37000,TRY
1597,Konut,Daire,9/19/18,9/27/18,1,8,11-15 arası,7,Zemin Kat,3+1,,İzmir/Menemen/Ulus,,Yok,160000,TRY
1598,Konut,Komple Bina,10/23/18,10/25/18,1,2,0,2,,3+1,,İzmir/Urla/Altıntaş,,Yok,1000000,TRY
1599,Konut,Daire,10/18/18,2/15/19,1,120,11-15 arası,2,Yüksek Giriş,2+1,,Aydın/Didim/Çamlık,,Yok,230000,TRY
1600,Konut,Villa,11/14/18,,1,105,6-10 arası,2,,4+1,,Kocaeli/Gebze/Kargalı,,Yok,1600000,TRY
1601,Konut,Daire,10/4/18,1/2/19,1,90,0,10-20 arası,8,3+1,,Adana/Çukurova/Yüzüncüyıl,,Yok,257000,TRY
1602,Konut,Villa,11/13/18,,1,106,16-20 arası,3,,5+1,140,Sakarya/Kocaali/Yayla,,Yok,230000,TRY
1603,Konut,Müstakil Ev,11/21/18,12/21/18,1,30,40 ve üzeri,2,Müstakil,2+1,100,İzmir/Foça/Mustafa Kemal Atatürk,,Yok,515000,TRY
1604,Konut,Daire,9/11/18,10/11/18,1,30,0,5,,3+1,,Mersin/Mezitli/Davultepe,,Yok,205000,TRY
1605,Konut,Daire,11/2/18,12/14/18,1,42,0,2,Yüksek Giriş,2+1,119,Aydın/Didim/Cumhuriyet,,Yok,290000,TRY
1606,Konut,Daire,12/1/18,1/30/19,2,60,2,10-20 arası,10,1+1,50,Mersin/Yenişehir/Çiftlikköy,,Yok,950,TRY
1607,Konut,Yazlık,1/25/19,,1,33,0,2,Müstakil,3+1,110,Aydın/Kuşadası/Davutlar,,Yok,600000,TRY
1608,Konut,Villa,1/29/19,,1,29,6-10 arası,,,3+1,250,İzmir/Çeşme/Alaçatı,,Yok,855000,TRY
1609,Konut,Villa,11/5/18,1/5/19,1,61,0,3,Müstakil,4+1,240,Antalya/Aksu/Kundu,,Yok,490000,TRY
1610,Konut,Komple Bina,9/25/18,10/2/18,2,7,0,5,,+,,Samsun/Atakum/Cumhuriyet,,Yok,25000,TRY
1611,Konut,Daire,9/19/18,10/13/18,1,24,16-20 arası,6,Çatı Katı,1+1,,İstanbul/Esenler/Çifte Havuzlar,,Yok,62000,TRY
1612,Konut,Çiftlik Evi,11/27/18,12/27/18,1,30,6-10 arası,1,,2+1,1000,Ankara/Bala/Beynam,,Yok,145000,TRY
1613,Konut,Daire,11/2/18,12/2/18,1,30,0,10,6,3+1,120,Adana/Çukurova/Toros,,Yok,282000,TRY
1614,Konut,Villa,9/4/18,9/11/18,2,7,11-15 arası,2,Komple,3+1,,İzmir/Seferihisar/Ulamış,,Yok,1800,TRY
1615,Konut,Daire,10/1/18,10/31/18,1,30,4,5,2,1+1,,Antalya/Alanya/Mahmutlar,,Yok,215000,TRY
1616,Konut,Villa,12/24/18,2/22/19,2,60,4,3,,4+1,205,İzmir/Güzelbahçe/Yelki,,Yok,2350,TRY
1617,Konut,Daire,10/24/18,11/23/18,1,30,2,3,Çatı Katı,2+1,90,Aydın/Didim/Akbük,,Yok,700000,TRY
1618,Konut,Villa,9/13/18,10/13/18,1,30,11-15 arası,3,Komple,3+1,,Aydın/Kuşadası/Karaova,,Yok,410000,TRY
1619,Konut,Daire,12/16/18,12/29/18,2,13,11-15 arası,5,5,1+1,39,İstanbul/Esenyurt/İncirtepe,,Yok,700,TRY
1620,Konut,Villa,11/22/18,,1,97,31-35 arası,3,,10+0,2000,İstanbul/Silivri/Kavaklı,,Yok,1950000,TRY
1621,Konut,Daire,9/29/18,,1,151,21-25 arası,5,4,2+1,,Manisa/Yunusemre/Tevfikiye,,Yok,165000,TRY
1622,Konut,Villa,10/10/18,,1,140,0,3,Komple,4+1,,Aydın/Didim/Altınkum,,Yok,475000,TRY
1623,Konut,Daire,12/19/18,2/21/19,2,64,26-30 arası,5,3,3+1,98,İzmir/Bornova/İnönü,,Yok,900,TRY
1624,Konut,Daire,12/4/18,2/2/19,1,60,6-10 arası,,,4+1,145,Muğla/Dalaman/Merkez,,Yok,275000,TRY
1625,Konut,Daire,9/27/18,12/30/18,2,94,0,4,3,1+0,,İzmir/Buca/Kuruçeşme,,Yok,800,TRY
1626,Konut,Villa,2/15/19,,1,12,16-20 arası,3,,4+2,150,Muğla/Bodrum/Gündoğan,,Yok,450000,TRY
1627,Konut,Yazlık,9/14/18,9/16/18,1,2,1,10,3,1+1,,Mersin/Silifke/Atakent,,Yok,95000,TRY
1628,Konut,Daire,12/15/18,1/7/19,2,23,2,10-20 arası,9,1+1,55,Mardin/Artuklu/Çağlar,,Yok,750,TRY
1629,Konut,Daire,10/29/18,,2,121,16-20 arası,3,2,2+1,85,İzmir/Buca/Akıncılar,,Yok,950,TRY
1630,Konut,Daire,10/16/18,11/15/18,1,30,1,2,En Üst Kat,4+1,,Antalya/Kepez/Teomanpaşa,,Yok,269990,TRY
1631,Konut,Villa,10/27/18,11/26/18,1,30,5,3,Müstakil,4+2,250,Aydın/Didim/Mavişehir,,Yok,550000,TRY
1632,Konut,Villa,11/5/18,12/5/18,1,30,6-10 arası,3,,3+2,200,Kayseri/Melikgazi/Gesi Bahçeli,,Yok,420000,TRY
1633,Konut,Yazlık,9/5/18,11/4/18,1,60,11-15 arası,3,Müstakil,3+1,,Aydın/Didim/Akbük,,Yok,325000,TRY
1634,Konut,Prefabrik Ev,11/13/18,1/13/19,1,61,,1,,4+1,129,Bursa/Karacabey/Mecidiye,,Yok,115800,TRY
1635,Konut,Daire,1/6/19,,1,52,0,8,3,2+1,110,Adana/Sarıçam/Sofudede,,Yok,168000,TRY
1636,Konut,Komple Bina,10/11/18,12/19/18,2,69,5,1,,2+1,,Muğla/Bodrum/İslamhaneleri,,Yok,1100,TRY
1637,Konut,Daire,1/19/19,1/19/19,2,0,11-15 arası,4,Yüksek Giriş,3+1,130,Mersin/Yenişehir/Gökçebelen,,Yok,600,TRY
1638,Konut,Müstakil Ev,12/8/18,1/7/19,1,30,11-15 arası,2,,5+2,187,Adana/Çukurova/Belediye Evleri,,Yok,390000,TRY
1639,Konut,Daire,12/25/18,,1,64,31-35 arası,4,1,1+1,,Muğla/Marmaris/Siteler,,Yok,270000,TRY
1640,Konut,Villa,2/13/19,,1,14,0,2,Komple,3+1,110,Aydın/Didim/Hisar,,Yok,475000,TRY
1641,Konut,Yazlık,1/10/19,,1,48,16-20 arası,3,Müstakil,4+2,120,İzmir/Karaburun/Mordoğan,,Yok,470000,TRY
1642,Konut,Daire,9/27/18,11/22/18,2,56,5,4,9,4+1,185,Adana/Çukurova/Yurt,,Yok,1700,TRY
1643,Konut,Daire,10/4/18,1/2/19,1,90,0,10-20 arası,12,3+1,,Adana/Seyhan/Tellidere,,Yok,235000,TRY
1644,Konut,Villa,12/21/18,,1,68,31-35 arası,2,,2+1,42,İzmir/Urla/Sıra,,Yok,250000,TRY
1645,Konut,Villa,12/14/18,12/14/18,1,0,0,3,Müstakil,2+1,140,Aydın/Didim/Efeler,,Yok,340000,TRY
1646,Konut,Prefabrik Ev,12/25/18,,1,64,,1,,2+1,82,İstanbul/Çatalca/Kaleiçi,,Yok,53500,TRY
1647,Konut,Daire,2/26/19,,1,1,6-10 arası,4,4,5+1,180,Antalya/Konyaaltı/Gürsu,,Yok,735000,TRY
1648,Konut,Daire,1/29/19,,1,29,4,,,3+1,90,İzmir/Çeşme/Dalyan,,Yok,515000,TRY
1649,Konut,Müstakil Ev,12/27/18,,1,62,11-15 arası,2,Müstakil,3+1,80,Balıkesir/Burhaniye/Bahçelievler,,Yok,430000,TRY
1650,Konut,Rezidans,11/9/18,12/9/18,1,30,0,2,Komple,3+1,145,Muğla/Bodrum/Koyunbaba,,Yok,1855000,TRY
1651,Konut,Daire,11/19/18,12/19/18,1,30,6-10 arası,2,1,4+2,180,İzmir/Dikili/Çandarlı,,Yok,550000,TRY
1652,Konut,Daire,10/4/18,12/3/18,1,60,0,10-20 arası,9,2+1,,Adana/Seyhan/Tellidere,,Yok,185000,TRY
1653,Konut,Daire,11/3/18,,1,116,2,3,1,2+1,90,Aydın/Didim/Efeler,,Yok,46350,GBP
1654,Konut,Villa,11/5/18,2/3/19,1,90,6-10 arası,3,,3+2,200,Kayseri/Melikgazi/Gesi Bahçeli,,Yok,420000,TRY
1655,Konut,Daire,1/12/19,,1,46,21-25 arası,3,Giriş Katı,3+1,100,Muğla/Fethiye/Tuzla,,Yok,285000,TRY
1656,Konut,Yazlık,9/10/18,10/10/18,1,30,16-20 arası,2,Komple,3+1,,Aydın/Kuşadası/Davutlar,,Yok,399000,TRY
1657,Konut,Daire,1/7/19,2/6/19,2,30,3,4,2,2+1,85,Adana/Seyhan/Gürselpaşa,,Yok,9000,TRY
1658,Konut,Daire,9/26/18,11/25/18,1,60,2,10-20 arası,9,1+1,,Antalya/Alanya/Mahmutlar,,Yok,45000,EUR
1659,Konut,Yazlık,2/27/19,,1,0,2,10,2,2+1,110,Mersin/Erdemli/Tömük,,Yok,169000,TRY
1660,Konut,Prefabrik Ev,9/5/18,,1,175,,1,,1+0,,Bursa/Osmangazi/Panayır,,Yok,10227,TRY
1661,Konut,Daire,9/21/18,11/20/18,1,60,5,2,Giriş Katı,1+1,45,Antalya/Muratpaşa/Güzeloba,,Yok,175000,TRY
1662,Konut,Prefabrik Ev,1/9/19,,1,49,,1,,3+1,125,İstanbul/Çatalca/Kaleiçi,,Yok,88500,TRY
1663,Konut,Daire,9/27/18,12/26/18,1,90,0,6,4,2+1,,Antalya/Kepez/Göçerler,,Yok,260000,TRY
1664,Konut,Prefabrik Ev,9/5/18,,1,175,,1,,2+1,88,Ankara/Pursaklar/Saray Osmangazi,,Yok,58672,TRY
1665,Konut,Müstakil Ev,10/7/18,12/6/18,1,60,2,1,1,1+1,,İzmir/Kemalpaşa/Zeamet,,Yok,65000,TRY
1666,Konut,Prefabrik Ev,9/5/18,,1,175,,1,,2+1,98,Ankara/Pursaklar/Saray Osmangazi,,Yok,65320,TRY
1667,Konut,Daire,2/1/19,,1,26,16-20 arası,5,4,3+1,120,Manisa/Yunusemre/Ayni Ali,,Yok,200000,TRY
1668,Konut,Daire,10/10/18,11/9/18,2,30,,,,1+1,,Manisa/Şehzadeler/Nişancıpaşa,,Yok,900,TRY
1669,Konut,Daire,9/19/18,12/22/18,1,94,4,4,3,3+1,,İzmir/Buca/Atatürk,,Yok,380000,TRY
1670,Konut,Müstakil Ev,1/31/19,2/2/19,1,2,31-35 arası,2,,3+1,300,Bilecik/Yenipazar/Yumaklı Köyü,,Yok,43000,TRY
1671,Konut,Daire,12/11/18,2/9/19,2,60,6-10 arası,10-20 arası,3,4+1,170,Antalya/Muratpaşa/Çağlayan,,Yok,5000,TRY
1672,Konut,Villa,1/29/19,,1,29,16-20 arası,,,3+1,120,İzmir/Çeşme/Ilıca,,Yok,1300000,TRY
1673,Konut,Daire,9/3/18,9/6/18,2,3,31-35 arası,5,3,2+1,,İzmir/Karşıyaka/Aksoy,,Yok,1000,TRY
1674,Konut,Komple Bina,11/21/18,12/21/18,1,30,26-30 arası,4,,+,310,İstanbul/Kadıköy/Rasimpaşa,,Yok,2600000,TRY
1675,Konut,Daire,1/11/19,2/5/19,2,25,21-25 arası,6,5,1+1,40,İstanbul/Şişli/Feriköy,,Yok,1200,TRY
1676,Konut,Villa,9/29/18,,1,151,6-10 arası,3,,4+1,,Aydın/Kuşadası/Karaova,,Yok,425000,TRY
1677,Konut,Daire,12/20/18,1/2/19,1,13,0,10-20 arası,1,3+1,110,Adana/Sarıçam/Mehmet Akif Ersoy,,Yok,198000,TRY
1678,Konut,Yazlık,11/9/18,11/10/18,1,1,21-25 arası,2,Komple,2+1,100,Aydın/Didim/Cumhuriyet,,Yok,90000,USD
1679,Konut,Daire,1/4/19,,1,54,0,3,Kot 2,2+1,90,Antalya/Kepez/Erenköy,,Yok,167000,TRY
1680,Konut,Prefabrik Ev,11/28/18,,1,91,,1,,2+1,62,İstanbul/Çatalca/Kaleiçi,,Yok,45000,TRY
1681,Konut,Daire,12/2/18,,1,87,2,10-20 arası,4,3+1,105,Adana/Sarıçam/Çarkıpare,,Yok,259000,TRY
1682,Konut,Villa,10/30/18,,1,120,26-30 arası,3,,2+1,120,Tekirdağ/Çorlu/Yenice,,Yok,400000,TRY
1683,Konut,Daire,9/3/18,10/18/18,1,45,21-25 arası,5,3,2+1,,Manisa/Şehzadeler/Arda,,Yok,195000,TRY
1684,Konut,Villa,12/4/18,,1,85,6-10 arası,2,,4+1,,Kocaeli/Gebze/Kargalı,,Yok,1600000,TRY
1685,Konut,Daire,12/11/18,,1,78,0,3,Kot 3,1+1,,İzmir/Selçuk/Zafer,,Yok,128000,TRY
1686,Konut,Müstakil Ev,1/29/19,,1,29,6-10 arası,,,10+0,400,İzmir/Çeşme/Alaçatı,,Yok,3100000,TRY
1687,Konut,Daire,9/26/18,10/15/18,2,19,16-20 arası,5,1,3+1,,Manisa/Şehzadeler/Saruhan,,Yok,850,TRY
1688,Konut,Daire,12/7/18,12/17/18,1,10,2,3,,2+1,80,Aydın/Didim/Çamlık,,Yok,295000,TRY
1689,Konut,Daire,9/19/18,9/29/18,2,10,0,3,2,1+1,,İzmir/Menemen/İnönü,,Yok,800,TRY
1690,Konut,Daire,10/23/18,12/25/18,1,63,0,10-20 arası,11,3+1,165,Adana/Çukurova/Huzurevleri,,Yok,315000,TRY
1691,Konut,Daire,10/17/18,10/29/18,2,12,,4,1,2+1,,Aydın/Didim/Çamlık,,Yok,900,TRY
1692,Konut,Komple Bina,10/19/18,12/20/18,1,62,40 ve üzeri,2,,+,,Samsun/İlkadım/Unkapanı,,Yok,250000,TRY
1693,Konut,Daire,2/6/19,2/6/19,1,0,0,1,Kot 1,2+1,110,İzmir/Menemen/İncirli Pınar,,Yok,165000,TRY
1694,Konut,Komple Bina,11/12/18,11/12/18,1,0,36-40 arası,2,,+,150,Kocaeli/Kartepe/Suadiye,,Yok,110000,TRY
1695,Konut,Daire,10/6/18,2/6/19,1,123,3,4,2,1+1,55,İzmir/Bornova/Mevlana,,Yok,190000,TRY
1696,Konut,Müstakil Ev,2/1/19,,1,26,16-20 arası,1,,5+1,274,İzmir/Bergama/Ertuğrul,,Yok,650000,TRY
1697,Konut,Villa,11/12/18,2/10/19,1,90,1,3,Müstakil,3+1,140,Aydın/Didim/Efeler,,Yok,600000,TRY
1698,Konut,Daire,12/25/18,1/21/19,1,27,0,10-20 arası,10,3+1,115,Adana/Çukurova/Yüzüncüyıl,,Yok,256000,TRY
1699,Konut,Daire,2/15/19,,1,12,0,3,Müstakil,3+1,100,Aydın/Didim/Çamlık,,Yok,425000,TRY
1700,Konut,Köşk / Konak / Yalı,2/25/19,,1,2,26-30 arası,3,,5+1,380,Kocaeli/Darıca/Bayramoğlu,,Yok,2650000,TRY
1701,Konut,Villa,11/5/18,,1,114,5,3,Müstakil,6+1,270,Aydın/Didim/Hisar,,Yok,467000,TRY
1702,Konut,Müstakil Ev,10/10/18,,1,140,31-35 arası,1,,3+1,,Çanakkale/Ayvacık/Çınarpınar Köyü,,Yok,110000,TRY
1703,Konut,Müstakil Ev,10/13/18,10/23/18,2,10,21-25 arası,2,Yüksek Giriş,2+1,,Aydın/Söke/Yenicamii,,Yok,500,TRY
1704,Konut,Daire,2/26/19,,2,1,0,6,,1+1,55,İzmir/Buca/Buca Koop.,,Yok,800,TRY
1705,Konut,Müstakil Ev,11/27/18,,2,92,,3,Müstakil,4+1,,İzmir/Urla/Güvendik,,Yok,350,TRY
1706,Konut,Müstakil Ev,10/2/18,12/25/18,1,84,31-35 arası,1,,2+1,,Çanakkale/Ezine/Kayacık Köyü,,Yok,26000,TRY
1707,Konut,Daire,12/12/18,2/25/19,1,75,0,4,Yüksek Giriş,2+1,85,İzmir/Seferihisar/Turabiye,,Yok,160000,TRY
1708,Konut,Daire,11/5/18,1/4/19,1,60,2,4,En Üst Kat,4+1,200,Aydın/Kuşadası/Davutlar,,Yok,275000,TRY
1709,Konut,Daire,11/19/18,12/19/18,2,30,0,4,3,1+1,110,Mersin/Yenişehir/Aydınlıkevler,,Yok,1300,TRY
1710,Konut,Müstakil Ev,11/22/18,,1,97,6-10 arası,3,,3+1,,İzmir/Dikili/Çandarlı,,Yok,365000,TRY
1711,Konut,Villa,12/24/18,,1,65,5,2,Müstakil,4+1,150,Balıkesir/Ayvalık/Sefa Çamlık,,Yok,575000,TRY
1712,Konut,Çiftlik Evi,11/17/18,1/16/19,1,60,6-10 arası,2,,4+1,8497,İzmir/Torbalı/Demirci,,Yok,1850000,TRY
1713,Konut,Müstakil Ev,2/15/19,,1,12,16-20 arası,2,Bahçe katı,3+1,230,Adana/Çukurova/Yüzüncüyıl,,Yok,295000,TRY
1714,Konut,Villa,10/20/18,,2,130,11-15 arası,,,6+1,,İzmir/Güzelbahçe/Kahramandere,,Yok,4500,TRY
1715,Konut,Daire,1/17/19,,1,41,0,10-20 arası,6,1+1,35,Adana/Sarıçam/Gültepe,,Yok,110000,TRY
1716,Konut,Müstakil Ev,10/11/18,,2,139,6-10 arası,3,,4+2,,Antalya/Aksu/Kemerağzı,,Yok,1700,TRY
1717,Konut,Daire,9/4/18,1/2/19,1,120,3,4,2,2+1,85,Adana/Seyhan/Gürselpaşa,,Yok,177500,TRY
1718,Konut,Villa,1/26/19,,1,32,6-10 arası,3,Komple,6+2,750,İstanbul/Büyükçekmece/Türkoba,,Yok,1500000,TRY
1719,Konut,Müstakil Ev,10/20/18,1/24/19,2,96,6-10 arası,3,3,3+1,,Adana/Seyhan/Sümer,,Yok,700,TRY
1720,Konut,Daire,10/4/18,1/2/19,1,90,0,10-20 arası,9,2+1,,Adana/Seyhan/Tellidere,,Yok,185000,TRY
1721,Konut,Daire,12/17/18,2/15/19,1,60,1,3,1,1+1,65,Aydın/Didim/Efeler,,Yok,160000,TRY
1722,Konut,Villa,1/23/19,2/24/19,1,32,0,2,Komple,2+1,70,İzmir/Seferihisar/Cumhuriyet,,Yok,300000,TRY
1723,Konut,Daire,1/18/19,,2,40,0,2,Kot 1,1+1,64,İzmir/Çeşme/Ovacık,,Yok,850,TRY
1724,Konut,Villa,1/2/19,,2,56,6-10 arası,3,,4+1,295,Mersin/Yenişehir/Çiftlikköy,,Yok,1750,TRY
1725,Konut,Villa,10/23/18,11/22/18,1,30,0,2,Müstakil,3+1,,Aydın/Didim/Akbük,,Yok,499000,TRY
1726,Konut,Villa,2/7/19,,2,20,16-20 arası,2,Komple,2+1,75,Muğla/Bodrum/Göltürkbükü,,Yok,8500,TRY
1727,Konut,Daire,2/16/19,,2,11,21-25 arası,3,Giriş Katı,1+1,52,İstanbul/Esenler/Namık Kemal,,Yok,800,TRY
1728,Konut,Prefabrik Ev,1/15/19,,1,43,,1,,3+1,118,İstanbul/Çatalca/Kaleiçi,,Yok,97500,TRY
1729,Konut,Müstakil Ev,9/18/18,9/19/18,1,1,6-10 arası,2,Müstakil,4+1,260,Sakarya/Serdivan/İstiklal,,Yok,550000,TRY
1730,Konut,Villa,11/6/18,12/7/18,1,31,16-20 arası,3,,3+1,150,İzmir/Güzelbahçe/Kahramandere,,Yok,695000,TRY
1731,Konut,Daire,9/24/18,1/13/19,1,111,31-35 arası,5,5,3+1,,İzmir/Karşıyaka/Alaybey,,Yok,275000,TRY
1732,Konut,Villa,10/30/18,,1,120,16-20 arası,2,,4+1,395,İstanbul/Büyükçekmece/Güzelce,,Yok,695000,TRY
1733,Konut,Daire,12/27/18,1/26/19,1,30,1,3,Kot 1,2+1,70,Aydın/Didim/Cumhuriyet,,Yok,220000,TRY
1734,Konut,Komple Bina,2/5/19,,2,22,6-10 arası,9,,+,4000,İstanbul/Büyükçekmece/Pınartepe,,Yok,2000000,TRY
1735,Konut,Daire,1/6/19,,1,52,3,3,2,1+1,55,Sakarya/Karasu/Yalı,,Yok,97000,TRY
1736,Konut,Villa,10/31/18,,1,119,3,3,,4+2,210,Balıkesir/Edremit/Altınoluk,,Yok,470000,TRY
1737,Konut,Daire,2/8/19,,1,19,0,5,2,3+1,135,Mersin/Tarsus/Altaylılar,,Yok,275000,TRY
1738,Konut,Müstakil Ev,11/13/18,1/18/19,2,66,40 ve üzeri,2,Komple,3+1,110,İstanbul/Adalar/Maden,,Yok,25000,TRY
1739,Konut,Daire,11/7/18,11/30/18,2,23,,,Kot 3,1+1,55,İzmir/Menemen/Gazi,,Yok,630,TRY
1740,Konut,Daire,11/15/18,12/15/18,2,30,6-10 arası,10,8,3+1,140,Adana/Seyhan/2000 Evler,,Yok,12500,TRY
1741,Konut,Villa,12/18/18,1/17/19,1,30,0,3,Müstakil,3+2,128,İzmir/Foça/Fatih,,Yok,400000,TRY
1742,Konut,Prefabrik Ev,11/30/18,,1,89,,1,,2+1,54,İstanbul/Pendik/Kaynarca,,Yok,25000,TRY
1743,Konut,Daire,10/19/18,,1,131,16-20 arası,10-20 arası,8,3+1,,Mersin/Mezitli/Seymenli,,Yok,210000,TRY
1744,Konut,Prefabrik Ev,12/18/18,,1,71,,,,2+1,89,İstanbul/Çatalca/Kaleiçi,,Yok,57000,TRY
1745,Konut,Daire,9/21/18,11/20/18,1,60,16-20 arası,5,3,3+1,,Manisa/Yunusemre/Kaynak,,Yok,245000,TRY
1746,Konut,Daire,1/30/19,,2,28,5,,,1+1,70,İzmir/Çeşme/Alaçatı,,Yok,19000,TRY
1747,Konut,Daire,9/27/18,1/10/19,1,105,3,10,8,1+1,65,Antalya/Alanya/Mahmutlar,,Yok,240000,TRY
1748,Konut,Çiftlik Evi,10/25/18,11/24/18,1,30,2,2,,2+2,250,İzmir/Foça/Yeniköy,,Yok,1600000,TRY
1749,Konut,Daire,2/2/19,,2,25,16-20 arası,7,5,2+1,55,İzmir/Gaziemir/Zafer,,Yok,750,TRY
1750,Konut,Daire,11/23/18,12/23/18,1,30,0,20 ve üzeri,11,3+1,140,Adana/Çukurova/Huzurevleri,,Yok,388000,TRY
1751,Konut,Daire,10/22/18,1/20/19,1,90,1,5,5,3+1,,Aydın/Didim/Ak-Yeniköy,,Yok,400000,TRY
1752,Konut,Villa,1/30/19,,2,28,6-10 arası,2,Komple,3+1,180,İzmir/Çeşme/Çiftlik,,Yok,75000,TRY
1753,Konut,Daire,10/26/18,11/15/18,2,20,16-20 arası,10,Yüksek Giriş,1+1,40,Adana/Çukurova/Kurttepe,,Yok,900,TRY
1754,Konut,Komple Bina,1/8/19,,1,50,16-20 arası,5,,+,985,Kocaeli/İzmit/Bekirdere,,Yok,2295000,TRY
1755,Konut,Daire,9/5/18,,1,175,21-25 arası,5,5,3+1,,Yalova/Çınarcık/Koru Bld. (Cumhuriyet),,Yok,225000,TRY
1756,Konut,Müstakil Ev,2/3/19,,1,24,16-20 arası,1,,3+1,125,Muğla/Köyceğiz/Beyobası,,Yok,320000,TRY
1757,Konut,Daire,10/16/18,12/20/18,1,65,6-10 arası,4,3,3+1,,Balıkesir/Burhaniye/Cumhuriyet,,Yok,180000,TRY
1758,Konut,Müstakil Ev,12/12/18,,2,77,11-15 arası,2,,3+1,120,Aydın/Kuşadası/Türkmen,,Yok,1000,TRY
1759,Konut,Daire,12/14/18,1/13/19,1,30,6-10 arası,10-20 arası,1,3+1,140,İzmir/Menemen/29 Ekim,,Yok,260000,TRY
1760,Konut,Komple Bina,1/29/19,,1,29,21-25 arası,4,,+,369,İzmir/Selçuk/14 Mayıs,,Yok,900000,TRY
1761,Konut,Daire,2/9/19,,1,18,6-10 arası,3,Giriş Katı,2+1,80,Aydın/Didim/Altınkum,,Yok,225000,TRY
1762,Konut,Daire,9/27/18,11/25/18,2,59,5,4,9,4+1,185,Adana/Çukurova/Yurt,,Yok,1700,TRY
1763,Konut,Daire,11/24/18,12/24/18,1,30,1,2,Zemin Kat,1+1,50,İzmir/Foça/Cumhuriyet,,Yok,250000,TRY
1764,Konut,Yazlık,1/31/19,,1,27,3,3,Komple,2+1,85,Muğla/Milas/Boğaziçi,,Yok,680000,TRY
1765,Konut,Daire,9/22/18,10/16/18,2,24,0,3,Bodrum Kat,1+1,,Antalya/Kepez/Kültür,,Yok,500,TRY
1766,Konut,Müstakil Ev,9/19/18,1/18/19,1,121,31-35 arası,1,,2+1,,İzmir/Menemen/Doğa,,Yok,130000,TRY
1767,Konut,Daire,10/18/18,11/6/18,2,19,21-25 arası,4,Giriş Katı,2+1,,İstanbul/Avcılar/Cihangir,,Yok,750,TRY
1768,Konut,Daire,12/13/18,,1,76,11-15 arası,10-20 arası,9,3+1,190,Mersin/Erdemli/Tömük,,Yok,349000,TRY
1769,Konut,Daire,12/12/18,1/11/19,1,30,6-10 arası,5,Giriş Katı,3+1,120,Manisa/Yunusemre/Hafsa Sultan,,Yok,160000,TRY
1770,Konut,Prefabrik Ev,11/16/18,1/21/19,1,66,,1,,3+1,117,Erzincan/Refahiye/Çatalçam Köyü,,Yok,95100,TRY
1771,Konut,Daire,11/8/18,12/8/18,2,30,0,7,1,1+1,,İzmir/Konak/Zafertepe,,Yok,1050,TRY
1772,Konut,Komple Bina,2/13/19,,1,14,40 ve üzeri,2,,8+2,300,İstanbul/Adalar/Heybeliada,,Yok,1600000,TRY
1773,Konut,Daire,11/8/18,12/8/18,2,30,0,7,1,1+1,,İzmir/Konak/Zafertepe,,Yok,1050,TRY
1774,Konut,Prefabrik Ev,12/17/18,,1,72,,2,,6+1,225,İstanbul/Çatalca/Kaleiçi,,Yok,180000,TRY
1775,Konut,Daire,10/29/18,11/28/18,1,30,5,3,3,3+1,160,Antalya/Kepez/Kültür,,Yok,287000,TRY
1776,Konut,Villa,10/19/18,,1,131,0,2,,3+1,,Aydın/Didim/Efeler,,Yok,450000,TRY
1777,Konut,Daire,10/15/18,11/14/18,2,30,26-30 arası,4,Bodrum Kat,3+1,,Aydın/Efeler/Mesudiye,,Yok,550,TRY
1778,Konut,Komple Bina,10/31/18,11/30/18,1,30,0,3,,+,300,Aydın/Didim/Altınkum,,Yok,1850000,TRY
1779,Konut,Daire,9/6/18,2/3/19,1,150,1,3,Bahçe katı,2+1,,İzmir/Torbalı/Fevzi Çakmak,,Yok,195000,TRY
1780,Konut,Komple Bina,10/26/18,12/25/18,1,60,26-30 arası,4,,+,,İstanbul/Sultangazi/Uğur Mumcu,,Yok,1200000,TRY
1781,Konut,Daire,9/27/18,,1,153,0,4,Yüksek Giriş,2+1,,Balıkesir/Edremit/Akçay,,Yok,225000,TRY
1782,Konut,Villa,9/5/18,,1,175,0,2,,2+1,,İzmir/Menderes/Gümüldür İnönü,,Yok,751000,TRY
1783,Konut,Daire,12/14/18,2/13/19,1,61,6-10 arası,10-20 arası,1,3+1,140,İzmir/Menemen/29 Ekim,,Yok,260000,TRY
1784,Konut,Komple Bina,10/9/18,,1,141,16-20 arası,2,,+,,İstanbul/Çekmeköy/Çatalmeşe,,Yok,1000000,TRY
1785,Konut,Daire,10/10/18,12/9/18,1,60,1,4,Giriş Katı,1+1,75,Giresun/Merkez/Teyyaredüzü,,Yok,130000,TRY
1786,Konut,Prefabrik Ev,8/31/18,,1,180,,1,,2+1,,İstanbul/Avcılar/Mustafa Kemal Paşa,,Yok,36327,TRY
1787,Konut,Daire,1/28/19,,1,30,0,4,Bahçe katı,3+1,110,İzmir/Karabağlar/Vatan,,Yok,300000,TRY
